id	SARS-COV2_Mock	SARS-COV2_Mock	SARS-COV2_Mock	SARS-COV2	SARS-COV2	SARS-COV2	SARS-CoV-2_Rux	SARS-CoV-2_Rux	SARS-CoV-2_Rux
PMS1	38	205	157	41	56	65	97	113	69
FCN3	0	0	0	0	0	0	0	0	1
NAAA	50	267	197	41	43	32	66	74	41
ANAPC4	28	190	153	67	62	85	85	75	44
MBIP	51	152	143	273	294	366	515	532	340
ELL	20	89	79	119	152	172	200	176	134
DDHD1	39	230	150	53	62	59	98	90	56
APOLD1	2	8	10	5	4	5	10	6	5
MSANTD4	55	276	236	179	187	203	274	274	251
DUSP23	27	114	107	22	18	17	28	25	18
NFIX	13	45	38	27	38	36	29	28	16
SLC41A2	73	340	318	176	181	198	262	205	189
C19orf47	47	285	179	64	69	61	106	68	68
TFAP2C	32	205	166	54	61	62	106	99	85
INSL4	31	222	189	12	12	9	22	23	10
SLC29A2	12	55	43	15	10	11	33	30	14
MAP9	52	316	200	85	80	118	173	203	136
FAM84A	3	4	3	4	2	1	4	4	1
ATAD2B	60	308	214	230	247	235	320	376	281
PCSK1N	14	65	48	10	6	11	14	7	4
LRIG1	48	224	173	42	62	60	67	78	58
MBTD1	54	270	200	104	86	115	165	170	123
COG6	18	113	69	24	16	17	42	26	30
C14orf132	60	207	180	79	98	94	134	125	74
CUTC	32	215	176	64	63	44	108	92	70
TPCN2	38	186	121	30	33	28	64	57	51
HUS1	23	123	85	110	107	103	154	179	116
TPST2	26	89	95	30	35	47	34	49	36
TAF4	29	180	147	69	68	90	131	98	87
LINC00294	66	284	243	125	86	100	156	166	120
E2F7	50	347	221	119	133	128	202	149	180
DMAP1	25	117	103	22	29	19	45	34	19
ECSIT	23	90	81	22	28	33	47	29	23
ZNF511	25	130	99	41	32	41	51	48	30
LOC642852	63	279	212	39	41	28	70	68	46
TOP3B	32	161	125	61	49	37	94	63	59
FAM207A	38	155	146	34	30	28	39	31	27
SLFN11	40	152	103	58	49	44	28	27	20
MEX3D	12	63	41	14	25	24	35	29	24
RPL39L	19	81	77	10	15	23	23	24	11
CBWD2	34	128	107	138	160	163	230	264	152
FAM213B	37	133	101	14	7	20	18	27	16
DUOX1	0	12	4	5	2	4	8	2	6
SPC25	8	36	24	9	8	6	10	16	13
PODXL2	29	123	92	15	20	13	33	30	23
ISOC1	28	172	127	27	19	24	27	39	27
TMEM126A	52	198	169	142	153	159	248	233	204
TRIM13	29	175	111	116	116	87	168	165	116
ZNF652	55	210	232	79	59	69	141	128	95
LNX2	31	95	76	27	35	34	55	46	31
LYPLAL1	39	256	251	58	59	53	103	80	60
FAM168A	42	170	121	54	48	44	74	77	76
ING4	45	196	203	171	187	218	263	310	173
ZNF766	41	215	179	165	192	204	288	273	179
AVEN	56	266	244	69	65	58	84	73	55
FUT11	66	259	175	103	134	117	188	216	160
METRNL	19	75	58	22	44	32	38	29	22
NUDT16L1	29	184	165	23	21	16	40	24	22
POLR3K	43	152	138	28	30	28	45	49	29
MRPL1	51	266	193	91	98	83	134	136	105
APBB1	41	234	180	56	46	58	80	59	39
C1orf174	19	113	97	60	67	52	110	109	61
ENDOV	39	257	182	76	75	90	174	163	115
IL17RC	11	94	87	30	32	27	32	22	26
ZNF513	40	152	155	148	178	174	263	201	151
PCGF1	51	166	152	159	174	186	270	227	167
ATP9B	33	131	139	32	42	41	81	71	40
WAC-AS1	72	235	208	43	47	44	83	83	61
DNAJC22	47	282	225	41	35	37	64	49	44
DYNC2H1	41	227	188	93	93	84	166	119	90
SH3BP1	4	23	15	3	9	4	8	4	5
SPNS2	10	62	61	41	50	66	62	49	53
RNF207	20	103	98	56	56	49	88	93	67
LONRF2	67	320	196	124	106	144	224	221	152
COCH	28	142	105	17	25	27	31	31	25
APOE	14	109	70	18	22	26	50	28	29
AHI1	65	221	192	126	173	149	220	226	173
SH3YL1	17	74	63	9	10	17	38	29	18
MAPK7	44	244	188	73	90	94	123	120	81
TSPAN8	11	31	36	5	4	1	7	7	6
UBIAD1	20	155	112	37	24	32	52	49	33
MAGI1	28	100	73	35	33	41	56	45	47
CDK8	36	134	93	81	115	129	159	204	136
STYX	23	125	89	21	41	33	56	48	39
ZFAND2B	23	83	87	46	37	48	55	60	33
CRIPT	67	363	330	77	104	85	114	78	85
LRRK2	99	311	259	92	73	55	150	111	79
AKR1B15	167	793	586	219	191	199	290	277	187
SPATA13	43	231	156	72	59	58	78	96	54
ANAPC15	14	50	49	9	3	4	6	4	8
RAB38	7	27	31	7	10	15	14	8	14
ANO9	2	15	20	10	20	19	37	24	15
HCN2	58	282	183	68	72	64	114	104	68
OXLD1	27	175	127	26	31	44	57	31	31
DYSF	4	14	7	1	1	6	5	5	3
SLC5A3	86	333	289	54	49	43	76	92	70
RWDD2B	32	202	156	34	44	33	53	70	51
ASB13	24	109	104	28	22	32	48	48	28
PLBD1	11	23	20	2	4	0	8	3	4
TMEM206	41	198	148	45	49	58	77	80	58
PDP2	31	138	119	62	89	95	142	148	122
ZNF33B	59	312	257	155	162	139	283	219	178
TDP1	23	119	106	20	17	22	37	45	25
MECR	32	154	151	37	29	19	38	39	31
MUC13	82	285	256	127	118	82	114	121	89
CASKIN2	21	120	92	35	34	30	58	38	29
TTC9C	64	244	201	94	81	88	145	126	103
MTFMT	46	214	134	50	49	49	101	82	59
ONECUT2	36	143	128	41	29	42	70	77	64
CALB2	3	21	15	1	3	8	4	6	9
EPC2	37	239	180	111	114	97	157	148	116
ZBTB10	31	155	106	632	707	837	1180	1131	835
BACE1	62	254	193	57	36	42	75	74	50
KDELR3	21	128	86	19	33	22	48	64	32
SFMBT2	69	342	270	278	290	296	578	669	421
SPRY2	22	110	104	98	127	138	189	202	131
IFT46	23	152	116	36	28	26	44	38	35
CCDC57	36	174	122	43	39	49	95	77	53
FLYWCH2	17	87	78	14	18	7	19	14	10
SMYD4	36	270	161	88	75	74	118	98	85
COL4A4	44	203	160	38	40	42	57	48	42
MSRB2	38	141	133	17	20	18	25	23	21
ACBD4	42	163	127	46	45	45	86	57	44
HDHD3	31	167	162	83	70	78	106	95	65
AFMID	17	71	59	26	18	20	28	38	33
PLA2G12A	17	93	59	19	14	16	25	36	23
C1orf52	54	184	163	159	207	229	283	283	210
PPM1H	69	254	220	49	69	65	120	91	77
HOMEZ	40	159	113	40	25	39	45	48	58
SEC22A	41	199	151	67	78	65	108	118	92
DCAF4	32	153	106	51	45	45	78	96	75
MZF1	10	65	42	24	27	10	45	25	10
SPSB2	42	168	142	43	44	44	108	56	44
TXNRD2	32	119	109	16	21	17	34	23	16
FAM110C	4	24	26	8	12	9	34	20	5
RARRES3	9	49	40	15	17	10	8	4	8
CAMKK1	29	174	145	136	142	131	338	271	192
SLC6A15	7	32	40	37	34	30	33	32	24
NEURL3	3	9	15	58	60	99	129	93	79
NDUFAF1	20	108	84	29	29	21	30	48	27
GPRIN2	42	160	162	34	24	22	51	43	22
PLTP	0	15	16	3	3	2	7	3	4
ARAP2	8	33	18	26	16	26	23	17	11
RNF216P1	55	256	176	55	49	42	78	68	35
TMC7	43	152	121	46	40	46	78	57	52
CRCT1	1	2	2	0	0	0	1	1	0
PLA2G15	30	206	146	14	21	26	55	42	43
WRB	31	191	162	40	32	44	61	70	46
ZMYM6	12	72	71	25	38	26	44	37	33
TRMU	34	222	162	105	127	119	185	169	104
HFE	50	243	218	31	40	25	40	37	35
ACACB	44	186	157	71	69	83	111	110	72
KIAA1841	65	296	263	90	70	92	123	134	103
DALRD3	23	146	139	33	25	13	51	43	30
SLC18B1	30	115	96	40	36	29	46	35	30
DNAJA4	1	2	4	5	2	4	8	9	10
FAM111B	48	323	152	37	51	34	48	51	71
WRAP73	24	161	97	50	54	47	98	91	68
SAC3D1	32	132	109	23	17	10	44	25	21
PDE3A	91	337	325	94	89	75	87	76	65
DUSP22	24	92	88	43	42	46	45	48	27
MMP10	2	7	3	3	8	10	7	11	12
PTER	66	321	227	50	53	43	74	80	55
CHCHD5	36	147	146	19	38	26	51	27	28
CD3EAP	14	73	52	10	11	10	26	17	14
DHRS7B	33	170	120	30	34	31	36	56	36
LYST	40	220	143	184	167	178	371	327	219
ALKBH3	46	267	186	70	45	64	122	95	63
PPP2R3A	11	71	51	29	30	48	47	72	41
RPGRIP1L	45	203	148	36	26	26	72	48	26
BDH2	23	138	125	20	21	21	31	25	23
ALKBH7	7	41	30	6	3	8	11	16	6
PHTF1	59	232	154	86	78	104	100	123	94
ACSF3	62	275	201	49	65	55	73	74	56
CYP1A1	1	10	1	60	61	50	122	133	117
GRHL1	5	28	19	213	248	295	325	373	281
IGHMBP2	27	103	98	44	39	31	62	63	37
TCTN1	95	433	344	44	38	48	53	81	66
ORC1	30	176	96	29	39	18	32	41	38
PIGX	61	243	202	20	28	24	44	40	25
CCDC88C	31	137	90	33	39	32	58	75	45
CNOT6L	33	166	138	67	96	93	95	102	85
2-Mar-A	32	160	128	29	21	43	39	44	29
LRCH3	16	94	72	66	58	66	72	83	64
COQ2	57	206	166	30	25	25	43	30	35
PNPLA4	38	155	159	23	17	22	37	26	16
VSIG10L	43	192	203	91	92	67	108	70	49
MAPK8	26	157	106	38	47	49	65	64	58
C1orf109	28	166	101	66	52	45	101	83	59
C1orf216	41	148	127	61	49	72	99	83	68
FAM126B	51	348	244	333	372	457	629	565	452
CEACAM19	20	92	106	50	42	41	76	51	56
ZNF579	14	95	64	67	63	99	122	72	57
PANK4	21	73	65	39	59	53	96	64	50
WDR92	43	205	167	55	45	62	69	96	60
UBN2	39	219	180	152	140	161	220	256	183
SIRT3	32	194	134	34	47	40	61	33	25
EVL	28	125	94	28	48	36	49	61	23
PIK3R3	22	126	109	34	26	18	30	26	18
SDHAF1	34	150	133	47	68	78	101	91	67
MAP2K5	47	145	113	45	50	48	88	104	61
NHLRC2	52	305	233	83	103	94	143	137	101
LRR1	38	218	147	40	37	36	58	41	42
FAM200B	54	263	219	124	180	180	289	257	218
GINS3	51	233	173	118	106	95	131	113	78
ZNF558	32	213	218	187	186	187	265	224	197
ACADSB	61	223	168	22	25	25	31	43	30
ELMO3	8	35	16	9	9	15	22	26	9
C1orf21	3	29	29	12	13	13	16	18	11
SMPD1	63	279	223	48	38	44	74	58	47
RRP8	41	269	211	52	62	39	86	74	55
DYNC2LI1	54	242	168	36	28	35	72	59	36
KLHL24	27	167	107	78	91	108	129	111	99
STAT5A	41	100	117	237	222	233	428	346	191
BST2	8	46	47	110	93	65	13	12	13
GSTCD	30	106	99	33	44	32	47	56	33
SS18L1	48	241	194	113	99	133	173	200	154
VASN	8	44	36	17	20	16	36	15	13
NT5DC3	36	163	128	46	45	55	106	104	104
PECR	36	161	131	27	19	20	31	40	28
CHAF1B	38	195	117	30	40	28	30	27	32
CEACAM5	10	17	20	16	9	18	36	26	28
TRNAU1AP	29	155	114	42	42	55	67	60	48
BMP2K	53	228	144	80	70	67	99	98	81
CD58	32	180	163	83	69	77	114	122	89
TAF8	23	158	115	70	59	67	85	80	63
SUOX	34	115	96	22	31	24	22	32	23
NRDE2	53	325	262	135	143	119	206	220	140
ATP10A	46	206	178	153	136	92	66	60	43
NMT2	38	262	210	81	86	74	128	132	91
SULT2B1	21	76	99	22	20	31	52	33	22
CNEP1R1	38	214	179	116	112	146	196	173	169
COX10	54	227	213	74	73	74	82	93	71
MRPS31	28	142	88	43	60	41	96	62	42
DPH1	41	163	146	55	41	54	94	81	61
GCFC2	60	278	193	68	92	87	147	155	104
C17orf51	46	225	161	55	59	58	84	99	75
NDRG4	52	191	200	55	44	45	85	71	64
CDH5	0	0	1	0	1	0	1	0	0
ARHGEF4	3	10	11	7	6	9	18	13	12
LDLRAD3	31	119	89	22	28	22	34	37	33
PER2	44	195	168	360	381	508	625	618	395
DENND6A	50	212	146	60	81	75	121	145	74
DHX58	1	7	3	29	16	13	4	4	9
HSBP1L1	30	115	94	22	45	35	53	57	43
THUMPD2	54	256	216	287	291	367	479	487	292
SGTB	47	237	166	114	125	137	187	184	139
ARHGAP10	37	222	170	87	78	76	105	110	88
C3orf52	52	258	230	126	115	134	175	135	105
HEMK1	25	110	115	26	29	25	43	58	42
PWWP2B	10	102	90	20	32	33	47	27	17
METTL1	18	117	106	29	23	27	41	44	32
DUS3L	27	130	106	51	62	85	108	63	62
ZNF518B	48	211	171	176	216	213	289	302	216
JRKL	55	211	211	126	142	155	209	202	143
SLC35G2	59	265	187	173	134	117	180	146	145
LRP4	65	297	197	51	45	51	82	73	91
CYP20A1	44	233	167	48	38	52	74	77	63
GCA	19	108	97	35	38	41	32	24	25
AADAC	57	257	233	224	229	202	296	268	222
RAB27A	49	192	156	94	89	86	56	48	35
MED9	52	216	174	259	277	287	401	358	252
JMJD4	20	66	76	21	11	15	19	13	13
AGA	64	332	270	30	31	32	44	60	37
PPP1R13B	14	72	56	18	17	28	41	43	42
USP46	28	154	111	34	54	51	59	69	39
THSD1	33	158	98	66	47	54	52	38	34
C1orf115	26	124	91	24	20	23	38	36	32
ALDH1A2	1	0	2	0	0	0	0	0	0
LGALS4	4	12	17	1	1	2	4	9	5
PYCARD	30	123	133	19	27	23	43	27	16
METTL6	46	221	181	51	60	54	80	58	47
AGO4	38	205	168	59	67	67	99	94	91
RAPGEFL1	9	53	35	29	33	21	57	39	49
PTPN4	86	397	290	94	96	132	184	171	108
CCDC71	29	132	113	15	23	13	44	26	28
ERCC6	18	79	56	31	37	30	48	52	40
CHEK2	32	94	67	72	39	74	64	46	36
SLC19A2	16	99	88	65	50	84	116	116	74
SUSD2	9	56	63	6	4	7	6	4	3
AFG3L1P	35	170	122	62	68	57	106	112	63
PASK	21	136	75	23	32	21	33	33	19
TTC38	34	150	115	59	64	59	35	33	20
SEMA4G	78	347	340	45	46	38	85	70	78
FGG	84	371	232	154	102	80	18	9	5
ZNF76	21	86	73	16	36	24	32	31	13
BCAT1	71	383	295	38	39	44	77	66	49
COL6A3	0	1	2	0	0	1	2	0	1
FKBP11	32	129	99	43	53	42	56	69	44
CBLC	0	0	0	0	0	0	0	0	0
PDK2	24	111	76	4	8	8	21	11	11
LARP1B	33	160	145	65	56	67	97	105	84
SPATA2	40	210	164	175	156	154	278	271	203
RNF24	38	209	131	164	153	160	185	208	179
WDR4	44	215	222	28	37	36	48	32	29
C3orf58	60	338	269	94	118	146	130	168	119
TENM3	153	657	506	92	67	59	86	82	69
HDHD2	75	321	257	63	65	55	83	71	74
PEX16	20	120	97	26	25	43	66	46	44
JAK2	16	85	57	93	96	77	51	52	35
CPM	69	380	266	117	111	118	224	175	149
PPP2R3C	42	250	196	78	98	117	167	129	87
NEK4	28	175	133	38	45	29	75	62	40
FAM118A	25	110	67	39	40	31	70	63	44
GAB2	21	91	62	48	51	61	69	67	37
MFAP2	0	1	0	0	0	0	0	0	0
ZSCAN32	30	162	135	69	76	73	117	115	80
GANC	18	67	72	16	22	10	29	22	19
ATPAF2	60	276	189	21	39	31	56	48	30
ZSWIM7	33	126	119	61	73	73	117	110	81
DCPS	19	84	61	18	14	8	24	18	11
MIER2	27	141	105	39	55	39	80	41	49
TCF4	16	61	58	22	25	17	29	26	21
GNAL	17	109	77	15	19	15	23	29	8
HDAC11	27	126	88	30	26	30	48	44	30
PLEKHA3	33	181	128	133	130	146	188	220	173
DGKQ	20	90	84	21	33	21	44	30	27
RBMXL1	32	123	114	104	85	91	133	91	74
SYTL2	105	493	372	152	128	144	246	224	179
RBM15	47	240	149	270	281	268	388	399	287
CLUAP1	51	217	191	56	69	60	134	137	90
POLR3F	75	329	229	76	92	86	138	146	114
SLC39A4	37	136	98	23	29	26	44	28	17
FBXW8	42	205	166	70	75	80	134	125	119
FAM118B	50	252	178	48	51	49	107	87	71
SLC36A1	34	150	151	29	30	19	68	55	47
RAVER2	38	175	116	40	38	45	57	49	44
MB21D2	20	65	57	148	164	140	208	257	153
LIFR	96	440	366	148	143	128	97	123	97
ST6GALNAC1	2	7	6	0	1	1	4	3	2
SLX4	12	79	46	24	22	26	40	43	27
WDFY2	28	112	79	53	41	42	59	37	35
KCNAB2	71	236	212	14	22	8	27	26	14
SUFU	16	95	97	28	21	23	39	42	31
HTR1D	33	167	134	32	35	35	64	54	44
IFT172	19	69	45	19	11	19	31	26	13
DHRS4	46	203	148	19	18	23	39	22	27
WDR90	15	85	64	17	18	24	42	26	36
SLC37A1	20	100	68	44	54	39	92	92	81
SLC4A11	16	83	47	22	37	23	61	29	30
TYW5	53	264	172	230	244	279	357	379	295
PCOLCE2	97	492	369	62	69	59	95	107	69
ZNF134	45	214	139	180	164	128	352	226	158
RASSF8	33	165	128	200	208	248	268	287	226
9-Mar	18	103	98	34	32	32	67	29	42
GPN2	35	174	109	52	47	59	98	74	73
MPV17L2	18	61	64	5	7	6	15	17	10
KIN	50	232	155	168	210	184	264	248	196
RILPL1	34	110	107	75	83	88	132	102	64
RHBDD3	39	180	141	24	31	25	60	21	21
VANGL2	16	46	44	10	15	10	14	16	16
SNRNP35	11	100	83	35	42	35	51	39	31
PRICKLE2	41	192	195	64	65	51	147	105	128
C12orf43	49	220	167	47	44	49	67	63	49
KATNAL1	32	164	146	36	47	33	73	80	53
C15orf40	51	285	240	67	59	60	99	106	87
DONSON	46	216	155	78	80	86	125	119	95
LACC1	59	253	204	150	180	209	252	260	213
MMP9	2	6	2	0	2	0	1	2	0
ZNF268	47	274	147	75	75	58	135	91	80
FOXO1	24	66	84	139	173	169	287	300	202
CCDC130	21	132	131	97	75	109	164	119	85
SIM2	36	143	102	143	148	145	295	285	177
STAP2	0	0	2	0	1	0	1	1	0
ABTB1	24	135	117	33	35	37	58	21	19
ZNF641	40	203	165	215	221	223	375	318	225
DIAPH3	29	115	98	22	18	20	32	35	27
HOXB3	19	99	99	94	86	111	149	110	82
BUD13	33	106	106	139	136	121	201	181	146
POLR3GL	37	145	118	31	33	28	58	53	33
TFPT	33	157	115	32	39	38	62	37	42
DHRS4-AS1	26	128	116	32	13	23	36	47	28
C11orf80	36	149	137	40	43	49	70	54	46
SLC47A1	61	353	260	35	37	37	53	55	46
C1D	36	215	210	167	208	215	244	298	164
GPAM	30	168	95	24	27	35	45	61	40
CDKN2C	23	92	83	57	72	61	64	72	71
NPTXR	50	294	204	57	50	39	78	68	54
PTPRE	6	15	14	6	5	5	17	11	7
STPG1	22	95	93	33	32	27	47	46	28
CASP10	28	141	115	182	181	142	179	127	124
RABEP2	29	87	70	8	14	18	16	17	8
RNF168	39	271	182	94	122	100	155	142	106
TAF3	62	283	203	202	224	248	335	336	235
FGD4	16	97	113	41	42	55	66	81	61
DCK	33	168	96	20	31	25	48	51	40
ITPKB	5	32	18	13	17	9	26	9	8
RPP14	72	308	279	95	108	94	168	155	105
RBM4B	44	197	147	63	59	62	105	98	84
KDELC2	60	303	210	49	51	42	75	61	70
SLC19A1	26	152	111	17	28	29	44	37	27
ADORA2B	49	290	260	42	39	43	68	73	58
RBL1	29	172	114	31	25	24	35	49	31
C12orf65	28	102	118	68	69	82	135	82	78
PEX10	24	82	66	24	22	27	36	22	11
ZC3H8	42	252	140	43	78	61	109	108	77
VAV3	35	125	124	19	16	16	32	29	20
PRIM1	17	101	60	19	10	14	18	21	25
AUTS2	36	121	111	110	112	146	171	136	94
FBXO33	55	176	120	94	110	140	155	173	136
CHST10	31	181	136	44	40	40	55	72	41
LRRC8B	73	305	262	53	59	49	81	96	71
PABPC1L	16	118	103	27	36	42	89	52	35
NCCRP1	0	0	0	0	2	0	0	0	1
WFDC2	0	3	1	4	1	5	9	7	13
PLCD1	9	51	34	7	14	16	22	18	13
OSBPL7	34	130	106	68	87	86	144	123	78
ZDHHC24	23	81	68	7	16	11	21	12	9
ZSCAN25	45	293	240	101	110	91	155	141	97
GPC6	126	623	497	102	115	96	131	117	82
USP13	26	91	62	22	20	28	45	51	41
UBE2F	52	192	151	56	58	70	63	79	72
C1orf131	44	213	169	68	48	65	101	119	66
ARL13B	43	159	111	74	76	96	118	131	94
GDAP2	59	218	211	111	124	115	243	197	123
TRPT1	30	168	136	34	23	37	56	47	26
ZNF48	40	155	128	88	89	95	170	118	107
MCAT	44	165	152	31	34	33	54	49	40
PARP3	45	172	160	75	64	57	84	79	44
C1orf112	22	120	66	15	36	15	39	36	27
MANEAL	32	186	131	30	25	28	48	52	35
GPHN	58	258	205	63	55	49	97	118	88
ACAD8	25	151	113	14	30	20	39	21	23
ZNF839	42	113	119	36	46	43	67	86	46
VTN	85	427	441	70	56	54	59	68	36
ZNF226	52	228	178	135	118	119	213	151	130
ASB8	41	166	141	51	62	69	73	67	84
FBXL2	47	196	175	161	173	204	364	345	224
ITGB3BP	34	185	157	28	30	33	36	29	26
ZNF286A	50	216	169	110	110	96	192	174	124
CCDC77	20	89	74	38	43	35	31	41	33
ZNF776	32	188	138	237	179	184	414	299	259
SLC16A13	35	171	129	41	27	30	58	38	34
GRB14	62	232	160	66	83	82	146	111	79
CYB5D2	71	244	211	34	45	33	78	51	44
ZBTB45	16	84	67	20	29	17	45	36	21
SPRTN	49	248	181	68	74	80	147	108	104
DNAJC4	26	102	79	23	14	31	35	30	36
RCAN3	16	114	101	43	19	22	42	42	34
FAM149B1	41	144	102	42	35	56	73	66	53
COQ7	47	198	180	56	58	42	80	77	61
SNAP25	28	165	165	256	296	342	345	308	248
TMEM92	35	127	114	68	62	56	46	43	37
TP73-AS1	23	128	94	49	29	34	51	74	31
SNRK	15	47	57	45	50	54	87	79	67
DUSP8	25	108	89	670	839	871	1429	1222	704
ZEB2	41	162	131	305	333	295	361	400	265
CNTNAP1	63	286	191	41	43	34	67	56	39
PAPLN	22	88	68	37	27	25	52	55	36
CXCL6	4	11	3	1	0	0	1	2	1
ERN1	31	161	122	92	77	73	129	85	63
KAT2B	59	356	274	68	74	60	88	79	63
MAPK11	14	67	62	16	21	21	45	24	23
EEFSEC	45	217	143	16	27	28	54	26	32
BGN	3	0	0	0	0	0	0	0	0
ELMOD3	27	165	130	79	68	100	128	126	85
STARD13	16	80	53	60	62	59	65	57	59
TMEM223	22	128	101	28	25	16	45	26	21
C2orf74	37	163	110	46	46	34	92	68	56
FBXO41	45	155	153	65	89	84	98	111	74
D2HGDH	23	105	103	22	37	29	63	37	22
ARMC9	36	167	124	29	20	25	57	37	45
AREG	2	19	16	17	13	18	38	38	21
SELENBP1	31	119	109	21	17	13	39	26	12
CEP70	19	78	45	20	17	25	30	31	21
ABHD13	45	208	188	88	70	86	102	113	82
NOL12	20	100	62	35	39	36	69	54	37
C2orf49	30	187	153	191	203	220	310	282	198
YPEL2	48	173	158	68	86	76	98	94	66
PCSK6	111	584	464	63	75	64	115	114	68
DPCD	87	263	243	54	60	68	95	90	79
ZBTB41	61	262	241	72	67	105	125	120	93
DTD2	39	109	118	22	13	19	37	22	28
ZNF133	31	158	130	53	54	49	100	74	61
SP6	6	20	27	9	14	22	25	19	17
APOBEC3B	28	90	71	20	22	24	26	22	18
DNAAF2	26	138	111	26	26	25	41	50	41
RWDD4	24	111	89	35	35	24	40	50	40
CIB2	17	111	79	33	27	18	36	41	24
MECOM	0	5	6	6	6	2	8	3	6
ZNF496	13	112	76	33	46	32	66	45	50
FAM98C	27	116	125	40	44	43	74	54	40
ADAMTSL4	4	49	29	34	33	30	35	25	27
KCTD17	27	187	153	21	21	23	28	22	17
PRKAA2	58	344	284	152	171	185	240	231	161
ZNF202	25	140	123	117	114	116	208	171	138
DNA2	25	132	95	44	32	34	80	71	57
ZNF75A	44	238	180	98	93	92	167	132	68
SIDT2	12	80	54	62	53	66	108	96	78
PDCD2L	34	129	107	37	56	62	70	78	60
TDRKH	13	76	43	9	8	17	14	16	24
SERPINB13	0	0	0	0	0	0	0	0	0
SYT1	187	736	682	172	153	155	325	263	225
RAB11FIP4	12	76	73	17	16	26	46	46	27
ENTPD3	0	0	0	0	0	0	0	0	1
CEP112	57	188	151	71	69	77	88	111	74
PGBD5	3	13	4	1	5	2	2	4	2
SNAPC2	13	52	43	14	13	17	29	23	21
TRMT61B	37	179	139	93	112	97	166	158	127
NDUFAF5	49	217	164	167	194	206	268	276	201
DNAJC12	72	278	284	236	236	251	412	369	242
FBXL12	29	199	148	124	106	120	163	139	105
PTGR2	30	140	105	35	34	30	42	51	48
PSRC1	10	41	36	14	6	6	12	9	8
SNAPC5	38	188	143	32	45	46	71	71	50
RASA2	26	163	113	126	166	158	199	185	125
FIG4	34	135	100	35	51	35	53	70	61
SSBP3	20	87	78	37	33	35	29	35	32
HRH1	52	225	243	146	113	130	126	115	113
COQ6	42	220	190	104	118	111	155	171	101
ZNF266	31	114	96	87	101	79	145	127	92
MOCOS	24	139	106	51	33	31	43	21	14
FBF1	16	103	76	27	29	31	37	29	27
C16orf91	34	177	155	127	152	152	254	193	172
MRPS18C	36	160	87	83	97	115	115	116	107
SNX29	29	154	109	41	25	32	54	48	43
TOMM40L	27	133	78	43	33	19	44	46	25
MAPKAPK5-AS1	39	158	120	63	60	65	113	114	73
PIAS4	16	73	71	38	39	46	57	59	31
YBEY	34	170	141	29	33	25	47	53	33
WDR19	34	179	91	41	60	50	94	94	66
MED19	30	140	123	36	40	49	67	41	53
GLRX2	35	225	151	67	80	71	113	108	68
BMPR1B	73	341	327	161	183	212	231	226	206
GPRIN3	48	216	180	107	115	137	105	54	64
TRIML2	83	376	327	211	192	187	396	361	277
NDC80	6	32	14	12	14	12	12	16	12
GAMT	45	267	252	32	30	19	50	37	39
ERCC4	45	192	132	69	67	77	122	107	85
TMEM56	38	252	243	40	25	21	59	59	67
CBX8	45	232	189	79	98	95	141	115	92
ZNF721	40	208	157	205	204	194	324	298	273
FRMD4A	24	85	82	80	56	77	101	93	80
MIR210HG	48	206	194	93	145	173	221	266	175
YPEL3	23	88	60	21	39	33	61	41	26
PREX1	27	148	91	41	33	32	37	57	39
SRRD	29	109	94	72	88	73	108	113	75
IRAK4	36	148	114	54	50	62	69	79	71
CTU2	10	87	70	22	27	30	47	34	24
PDGFD	121	589	613	42	29	35	74	72	62
TTC21B	34	177	126	104	120	117	177	195	134
KLHL22	25	136	106	20	21	23	33	38	36
MAP4K2	41	159	120	21	38	28	65	47	42
ALDH1L2	17	211	124	28	27	17	82	53	39
USP43	15	72	42	247	240	274	360	270	201
ARL14	7	25	35	181	148	144	239	220	158
ZFP41	45	191	137	58	62	48	93	99	68
ATP2A3	35	198	136	59	58	54	108	65	58
TADA2A	27	111	121	58	72	64	90	93	75
RNF214	23	117	103	40	60	58	91	80	66
CDC42BPG	22	66	76	19	21	18	48	19	26
QPCTL	25	118	112	37	32	38	80	52	48
ZNF23	44	207	189	217	289	355	366	395	253
SH3BP5	7	62	35	8	9	6	18	17	3
MAGI3	69	295	206	64	61	71	125	103	79
TLN2	43	214	146	43	34	34	84	58	52
ESPN	2	3	1	0	1	0	0	1	0
LINC00667	28	106	106	27	30	17	52	53	30
PRKCE	45	171	154	128	125	130	107	99	70
MIIP	11	36	41	20	21	24	28	13	8
CLTCL1	20	86	54	31	35	28	49	53	29
WDR89	29	120	82	92	103	116	138	177	118
CXCL9	0	1	0	1	0	0	0	0	0
ABCG1	22	99	102	29	28	25	28	51	20
SERPINF1	13	67	36	13	11	16	19	22	25
LINC00707	14	34	42	6	10	14	16	11	13
CTBS	33	133	111	36	27	33	37	49	33
UBTD1	24	99	73	21	31	31	62	38	24
BRMS1L	46	225	174	72	90	67	131	118	102
NBEA	143	624	532	191	140	163	338	363	264
PIGB	35	161	134	59	61	47	70	77	66
TUB	32	136	91	40	44	42	45	56	52
ARID5A	17	66	52	68	87	109	60	65	46
MRM1	29	129	112	36	51	38	86	62	37
PAQR3	45	222	177	112	139	139	144	208	162
SMAD1	25	94	80	72	83	79	80	66	61
PEAR1	9	39	30	10	15	15	27	31	19
DBR1	22	140	78	46	52	38	75	70	39
ZNF227	38	218	145	121	139	99	214	166	142
