id	Series16_A549-ACE2_SARS-CoV-2_1	Series16_A549-ACE2_SARS-CoV-2_2	Series16_A549-ACE2_SARS-CoV-2_3	Series16_A549-ACE2_SARS-CoV-2_Rux_1	Series16_A549-ACE2_SARS-CoV-2_Rux_2	Series16_A549-ACE2_SARS-CoV-2_Rux_3
SYNGR1	14	12	16	31	17	14
PCGF6	38	50	55	76	91	54
CDK5R1	87	107	148	192	184	118
FKBP7	11	20	21	35	20	14
RBM20	27	36	27	52	61	27
SLC2A13	53	49	49	60	64	67
ZNF431	37	53	56	53	55	42
MIPOL1	39	29	27	32	37	26
ZFP14	38	62	71	79	73	55
IRAK3	3	5	5	4	2	3
CTSO	11	12	4	4	9	5
REL	177	174	162	273	243	197
RGL1	39	39	38	73	66	57
FAM174B	19	23	18	26	14	13
CIDEB	75	59	62	87	82	47
ANKRD39	8	7	3	7	12	8
GTSF1	0	0	0	0	0	0
TMEM241	16	10	16	30	31	21
CCDC149	7	9	11	23	21	8
GJB1	0	0	0	0	0	2
NFATC4	3	3	1	8	4	0
DPYD	59	62	53	55	61	34
DSTNP2	50	54	83	71	105	57
IFITM10	15	24	25	40	20	21
PPFIA4	149	159	168	195	267	163
LYSMD4	9	25	17	35	31	27
PRRX1	1	0	0	1	0	0
CH25H	18	12	0	5	2	3
GAS2L3	46	38	44	62	62	34
AKR1E2	39	38	20	62	56	48
TXNRD3	12	8	14	22	19	22
NSUN3	24	23	37	66	50	33
PXK	49	43	34	50	61	33
TSHZ3	32	52	46	67	66	40
MATN3	15	9	14	27	43	29
ZNF566	55	53	52	85	81	60
ZNF749	34	27	23	43	31	34
CMTM8	22	18	14	37	40	26
FAM83F	0	0	0	0	0	0
CD53	6	1	2	2	2	3
PARM1	5	14	8	12	12	7
CORO6	3	5	11	19	15	11
SATB2	62	57	69	86	78	77
UCN2	11	8	10	17	16	27
MSANTD2	27	28	25	34	45	29
ZNF528	0	1	0	0	1	1
ASAP3	18	18	22	37	31	23
COMMD3	59	86	67	100	109	84
TUSC1	25	23	29	38	33	24
KCNK3	21	30	38	32	31	16
CAMKMT	10	13	17	32	43	22
TENM4	1	1	1	0	1	0
ZNF8	132	143	134	212	201	141
AMZ2P1	79	99	95	136	136	104
ZNF805	79	87	90	147	101	92
MPZL3	3	1	3	8	6	2
LIMD2	13	7	10	9	9	3
CDC42EP5	3	0	1	0	1	0
PRKCQ	28	34	28	33	29	21
MND1	8	14	4	9	11	9
HORMAD1	39	37	57	89	70	59
LENG9	11	17	14	22	15	10
DNAJC6	42	54	49	61	79	51
GAL	3	12	10	20	6	6
RASIP1	1	1	8	3	1	1
GOLGA7B	87	100	90	155	161	102
PALMD	14	18	6	14	16	12
ARVCF	53	77	69	192	86	90
GJD3	59	60	51	113	69	51
ZFP28	30	33	42	85	58	31
MIR614	21	28	11	24	36	17
MPP1	10	11	12	10	15	10
PIEZO2	59	49	51	87	92	66
ZNF764	83	91	95	154	109	97
PPM1M	18	22	17	24	30	30
ICAM3	16	9	19	22	11	22
RUNX3	22	28	22	31	23	21
SLC15A3	22	12	3	5	8	4
MYOCD	14	6	12	9	9	2
MIAT	58	41	56	60	48	35
RAB20	20	19	18	12	26	16
TPTEP1	0	3	1	2	1	1
SLC22A17	5	6	10	9	5	7
ZSCAN22	65	68	70	126	92	83
SGK494	24	20	18	39	41	35
IFNLR1	21	18	24	42	38	20
ECE2	11	12	16	17	28	12
IBA57	26	21	35	30	36	41
SCN8A	33	37	16	61	51	44
SETMAR	16	19	35	33	40	31
ZRANB3	20	17	18	29	39	36
BARD1	29	19	17	22	14	14
SLC2A10	2	0	0	0	0	0
BATF3	39	30	30	59	27	15
TTC32	105	129	121	168	155	111
TTBK2	35	41	42	68	47	51
RTN4R	1	6	3	14	6	3
ADPRHL1	20	18	12	33	27	17
RAB6B	39	51	61	54	71	59
CBR3	4	5	7	9	5	5
ARHGAP25	7	3	1	6	7	6
OLR1	22	22	19	15	11	10
PTOV1-AS1	94	85	92	86	88	64
ADORA2A	17	24	17	25	22	26
CAPS	3	5	2	7	4	3
JAKMIP3	29	23	24	47	42	42
PLA2G6	17	15	32	47	38	28
MFAP3L	66	50	66	113	103	75
ARHGAP44	8	6	13	9	13	10
RIPK3	0	0	0	0	0	0
TMED8	6	4	7	9	12	12
LOC100288637	19	14	7	26	19	15
ALG10B	22	23	42	48	61	58
KDELC1	15	5	15	13	22	8
PGBD2	42	34	40	61	53	41
RPS6KA5	60	61	55	39	40	29
IL17RE	8	4	8	16	15	8
CDRT1	52	59	44	80	79	63
TMEM45B	10	7	5	11	7	6
VIPR1	2	0	1	1	0	0
FAM86C1	12	11	10	42	27	26
KCTD6	49	49	51	70	65	38
TNRC6C	30	33	35	41	53	41
PELI2	36	44	58	66	62	48
OCEL1	13	8	16	23	21	16
ZNF585B	5	7	7	7	9	8
ZNF232	21	30	34	53	47	34
BRSK2	28	35	37	68	61	33
ADSSL1	15	20	15	46	46	23
GSTO2	1	2	1	4	3	3
SGK2	27	21	16	44	31	33
MPND	11	10	12	13	13	3
PLA2G4C	92	95	75	125	104	72
PSCA	4	8	5	8	4	1
H19	4	1	6	6	10	9
FMN1	18	22	22	35	29	26
FAM117A	5	9	4	7	8	5
CA5BP1	30	33	27	27	34	19
ATL1	49	49	40	64	69	42
BMF	63	70	78	169	141	94
SULT1A1	4	3	11	10	12	6
LIMS2	4	4	8	15	9	10
ZNF551	32	30	31	61	37	39
C21orf58	3	4	7	9	4	5
ZNF778	116	130	134	218	224	129
FUT2	1	3	2	2	4	1
ACYP1	18	24	14	30	29	21
ADCY4	2	0	1	6	0	1
SPRED3	61	60	49	75	85	60
GPATCH11	26	24	31	40	48	35
SORCS2	32	38	36	62	55	41
RASD1	49	56	65	44	25	27
ZNF304	22	18	10	35	33	20
OSGEPL1	10	13	8	19	23	15
ASB16-AS1	14	11	12	17	19	19
GKAP1	44	56	54	67	75	41
ZNF688	9	9	15	12	6	10
PIGL	45	47	57	74	76	59
SLC25A33	30	39	38	40	63	48
LINC00662	49	50	54	98	81	58
SOCS1	32	26	20	5	4	6
RIMS3	20	8	21	24	27	18
CCL8	2	3	3	0	0	7
LOC648987	165	198	182	221	223	149
CDPF1	9	11	3	17	9	6
TIMP4	15	22	13	36	38	26
ZNF197	37	39	45	62	63	33
ZNF30	47	46	39	92	105	80
ZBTB8A	23	23	29	34	38	30
SDR42E1	7	8	0	8	9	5
PDE9A	60	79	93	89	138	72
EFCAB7	17	18	22	27	36	33
KANSL1L	59	85	71	109	119	64
CRADD	10	15	17	25	21	14
XKR8	17	17	25	32	28	21
HYI	0	0	0	0	0	0
ZNF600	0	2	0	1	0	0
C1orf50	21	23	25	40	40	25
DDX12P	7	10	12	25	20	6
OIP5	2	9	6	12	10	4
HES6	18	19	24	43	25	23
ZNF711	84	92	106	141	136	122
LPAR2	5	6	7	9	12	11
ARHGEF19	17	14	13	18	17	6
HHAT	19	13	19	21	17	12
KCNC4	20	16	26	14	26	18
RAB37	12	9	12	34	26	13
CHDH	16	14	9	38	23	19
LIME1	9	15	15	16	13	12
ZNF461	113	127	105	192	205	130
MNS1	13	18	13	26	24	17
LRRC37B	73	57	77	103	97	68
ZNF229	3	12	11	20	16	15
METTL18	61	59	81	118	90	74
FAHD2B	8	10	6	14	10	4
TRPV4	0	0	0	0	0	0
CGNL1	44	34	45	40	42	31
EPOR	23	14	15	26	33	18
CDON	11	14	13	28	25	17
EBI3	13	20	16	52	24	24
RAB33B	78	105	120	152	161	141
ZCCHC4	25	23	21	45	26	27
ZFPM1	11	19	19	43	21	10
GDPD5	27	19	15	47	33	20
BARX2	0	0	1	1	1	1
TBX1	4	2	3	6	5	1
DNAH1	34	29	36	76	57	44
RASAL1	4	3	0	3	3	3
C1orf56	17	19	15	34	28	21
SLC18A2	101	85	126	201	192	151
ZNF438	19	22	17	38	44	22
ELL3	5	12	4	16	12	8
ZNF350	43	69	49	80	74	49
IGDCC4	14	20	23	43	24	38
SLC22A15	9	13	12	14	17	9
PYROXD2	22	31	46	55	41	23
S1PR5	1	2	2	1	4	1
ANKRD16	15	16	11	32	34	27
ZNF25	27	36	46	58	65	33
FBXW10	123	139	119	197	183	115
DSEL	23	23	26	42	44	28
VTCN1	1	6	1	23	13	6
PLEKHF1	5	13	12	17	18	15
ABCB9	9	10	11	16	15	6
CHAC1	26	26	37	95	47	27
ZNF470	41	33	28	52	42	46
ANKRD18B	50	51	51	82	72	56
RBKS	13	36	25	16	15	15
PRKCQ-AS1	48	56	55	53	73	36
ARHGAP22	21	32	15	36	34	28
ZSCAN21	25	20	22	30	31	19
ADAL	23	24	20	37	44	30
ATRIP	25	31	25	43	30	28
BST1	6	4	4	9	6	4
SPOCD1	18	23	17	19	19	12
NEK8	22	20	26	60	45	35
GRIP1	24	25	25	44	36	30
TMEM25	2	3	0	4	4	8
ZBTB42	34	33	32	20	8	8
DNAJC27	96	127	112	157	157	131
CACNG7	15	10	19	19	11	10
SLC35E4	7	7	10	7	14	11
SRGAP3	5	10	11	14	14	13
C11orf45	24	15	10	40	25	19
HSD17B1	34	35	39	65	65	43
STMN3	15	18	12	13	13	16
DLEU1	8	6	7	15	14	13
SERPINB3	2	1	3	0	0	2
C3orf67	2	5	5	6	6	6
ZSCAN30	18	13	11	26	17	15
ZNF557	105	91	108	168	189	120
TMEM53	9	8	4	21	8	8
STAC	26	22	33	52	57	31
EID2B	96	116	105	205	151	140
ZNF747	25	36	20	44	35	30
HSPBAP1	26	20	23	29	34	18
LCORL	35	31	51	72	74	46
ANXA8	0	0	0	0	0	0
THAP10	21	22	21	30	14	16
SPAG4	34	33	38	45	45	27
KLK8	0	0	0	0	0	0
ITGAX	17	15	18	30	22	16
CAPN3	2	6	2	6	8	9
ZBTB25	25	30	46	54	51	40
HNMT	2	0	3	2	3	0
ZNF548	22	24	18	39	32	16
C2orf76	17	14	15	30	44	23
ANKRD22	4	5	0	7	3	5
FAT4	12	13	15	36	20	35
FUOM	6	5	12	19	9	9
LRRC37A4P	34	22	26	43	29	25
MSLN	0	1	0	1	0	2
ZNF101	49	63	66	108	115	87
TMPRSS2	0	0	0	1	1	1
ZNF322	54	65	53	80	89	69
C3orf33	18	22	30	35	33	15
ZNF484	144	157	146	209	229	146
GLB1L	23	24	31	28	46	38
SLC27A3	1	1	0	5	10	3
TMEM143	15	15	7	32	16	18
ANXA9	9	2	7	7	11	6
SHOX2	83	75	76	43	63	46
RWDD3	32	31	48	60	54	39
KLHL11	29	36	37	57	65	42
PRKD1	27	24	26	32	31	28
ZNF417	35	39	47	73	51	48
PPFIA3	16	29	35	57	32	24
PADI3	4	2	2	5	5	2
TIAM1	1	3	8	9	5	0
RBP4	22	16	10	15	14	4
DLL3	11	16	17	27	19	20
SLC37A2	1	0	3	0	4	0
B3GALNT1	0	1	0	0	0	0
ST3GAL3	21	19	30	32	26	23
BEND7	34	34	27	65	49	21
AGMAT	6	11	4	12	10	6
SLC35G1	11	5	13	25	20	19
MCF2L	1	0	2	5	9	2
DET1	22	22	25	40	33	28
PARS2	40	44	40	86	63	54
CACHD1	27	19	23	33	27	14
DOCK3	61	67	56	95	102	73
TMPRSS11E	0	0	0	0	0	0
FRMD5	47	70	49	77	68	51
PPP4R1L	85	75	99	101	154	99
ACTG2	2	0	3	0	0	0
FXYD6	2	1	0	2	1	1
TAPBPL	16	13	7	8	7	6
SEMA6B	6	5	9	11	5	9
RILP	5	20	8	9	13	8
SETDB2	25	22	22	35	32	30
CCDC61	5	4	8	6	6	9
OSBPL6	21	22	20	14	18	15
RTP4	2	6	2	0	1	0
THAP8	12	13	12	26	15	14
S100A12	0	0	0	0	0	0
BFSP1	10	20	12	29	41	24
HIVEP3	17	22	21	25	41	19
RPL32P3	52	36	30	85	63	48
KBTBD7	32	46	28	58	55	31
SIX2	1	1	0	0	2	0
DISP1	20	31	22	50	45	30
FCGR2A	2	2	0	3	1	2
EDNRA	6	7	6	4	6	2
PID1	51	64	57	50	38	40
HNRNPA1L2	26	31	27	38	55	37
BIVM	12	5	9	21	20	14
ZNF77	389	365	371	563	606	398
ZNF675	49	46	51	93	102	85
SNORD104	12	17	18	20	18	13
CKMT1B	1	0	1	2	2	0
EPHB3	0	4	1	5	7	4
TCP11L2	49	67	55	77	73	59
SEMA4A	15	13	16	24	29	20
MGC27345	23	32	32	46	50	26
ZNF714	16	25	14	44	27	37
SPRR2E	0	0	0	0	0	0
RAB26	1	4	4	16	8	8
CTH	3	2	5	8	11	6
ZNF341	12	9	9	16	17	7
GAN	27	33	35	45	41	20
PLD5	21	21	22	22	13	17
EVC2	37	38	38	52	58	20
SLC10A7	19	15	11	33	30	30
LRRC27	15	16	19	24	33	17
RAB3IL1	15	17	20	35	13	14
PPP4R4	202	222	264	329	359	232
C12orf76	40	56	63	71	55	63
KCNQ3	2	13	7	4	3	3
RAB30	106	113	120	193	204	128
MEIS3P1	12	11	12	23	25	16
RHOJ	0	0	0	0	0	0
MFNG	9	16	15	33	22	17
AMH	10	11	8	11	9	7
BLOC1S1	14	13	15	18	14	9
EFCAB11	4	6	5	12	12	13
CCDC150	10	4	15	19	22	12
CNFN	2	4	6	9	9	5
LOC100506844	36	36	34	67	40	38
ARMCX1	4	6	5	7	7	3
SLC25A45	19	21	39	48	41	35
TMEM234	17	10	15	20	19	15
NOVA1	66	72	57	98	76	70
AK7	18	19	19	32	32	18
ADCK1	17	15	23	22	25	20
WASH3P	13	23	23	39	21	23
DAGLA	21	13	19	38	32	17
FN3K	9	10	8	24	16	10
AOC2	72	94	118	141	139	107
EPHA4	29	45	34	29	34	39
ZNF354B	27	23	42	51	45	41
ALDH6A1	7	4	9	13	13	4
OTX1	8	5	2	17	8	12
KANK3	39	47	40	86	69	56
ZNF488	7	8	7	22	29	29
CFI	7	10	2	3	3	0
CIDECP	27	31	27	33	45	28
COPZ2	12	13	10	18	20	15
WNT9A	4	5	2	12	7	4
RPL23AP7	12	15	20	27	36	25
TMEM116	19	19	18	22	38	26
RNLS	6	10	9	21	18	20
SNAI1	38	33	46	35	27	27
BCAS1	2	1	1	6	13	8
FERMT3	57	77	105	87	113	66
ABI3BP	10	7	19	17	9	10
TNFSF12	4	5	11	15	13	6
CCDC159	6	6	8	14	14	12
PDE5A	16	27	25	56	56	55
TUBB2B	32	34	45	73	58	47
TSPAN18	10	11	8	29	23	24
FAM43A	20	14	16	27	25	22
ADAMTSL5	9	13	14	13	16	13
LRTOMT	48	46	41	71	72	56
SWT1	48	64	60	75	70	50
ZC4H2	19	11	10	13	32	20
OLFML3	1	3	0	1	0	2
PELI3	9	20	7	26	25	11
ZNF416	39	28	33	67	45	34
DMD	0	1	1	0	0	1
XYLB	17	15	16	25	31	17
E2F2	7	3	6	14	16	7
CDADC1	29	22	30	32	32	21
TBC1D19	22	22	28	30	36	27
CYP27A1	28	17	24	33	46	23
CA4	0	0	0	1	3	1
TAF5	20	25	24	31	37	32
EMILIN2	18	35	35	35	41	27
BMP8B	13	16	10	15	21	13
PRMT6	0	0	0	0	1	0
CCDC138	18	21	16	30	33	17
ATF7IP2	45	51	68	91	79	66
CYP2U1	4	1	2	8	5	0
KIF7	16	27	15	46	33	16
ITIH5	54	32	24	37	32	26
ZNF821	52	72	99	97	80	74
KCNH1	9	13	12	21	13	9
ASTE1	24	19	19	55	47	24
MACROD2	5	3	2	4	5	4
ZNF823	35	35	48	85	91	56
NFATC2	36	17	14	57	58	24
ZNF559	20	24	25	40	39	30
MAGEE1	10	13	11	17	14	11
COX4I2	0	0	0	0	0	0
PBLD	29	18	30	43	33	20
SLAMF9	0	0	1	1	1	4
SMG1P1	54	50	52	97	106	71
ZIC5	102	113	127	171	158	110
MSX1	21	39	37	42	33	42
ZNF2	38	44	47	73	55	53
MPP2	6	12	16	12	20	22
RIMKLA	50	64	60	96	77	76
ZNF564	56	53	54	80	75	53
ZNF430	68	72	66	74	86	71
PLEKHG6	0	1	2	6	1	3
MYL5	25	33	24	42	44	35
ZNF616	7	8	7	15	10	9
ZNF225	62	50	52	112	96	58
TMCC2	31	39	46	108	85	55
BCDIN3D	17	26	14	31	26	23
FGGY	7	5	7	14	16	16
LIN52	35	46	24	39	41	20
SUZ12P1	80	97	108	113	151	83
HECW2	40	22	27	62	59	45
TUBB4A	5	6	5	21	17	12
HYAL1	2	1	3	5	1	5
EIF5AL1	12	7	10	14	11	23
ZC3H6	13	20	22	39	35	19
IQCA1	0	0	0	1	0	0
CLEC2D	22	17	20	37	32	29
DLL4	8	6	2	1	2	3
MAPK8IP1	20	32	42	59	49	27
ZNF525	9	6	8	15	10	10
ZNF230	59	74	56	112	87	63
CACNA1D	49	32	45	69	66	53
CRMP1	20	34	21	30	32	25
TIRAP	12	11	14	15	24	16
TMEM238	1	4	3	2	3	2
ZNF615	79	58	85	138	138	98
GCAT	4	2	7	9	5	7
LIPE	2	6	4	7	6	7
ZNF586	27	23	15	24	24	30
TPSAB1	0	0	0	0	0	0
HERC2P9	19	23	19	38	31	23
MCEE	18	18	24	31	48	33
NEIL1	16	14	12	26	22	16
ADPRH	15	30	12	16	17	20
HEYL	13	18	12	21	25	23
B4GALNT3	6	3	4	4	7	1
SLC26A10	26	23	19	29	28	23
LOC220729	35	28	25	64	51	31
HHLA3	10	12	12	12	13	10
LOC100288911	32	43	61	45	49	36
ALPK3	22	26	31	60	47	50
HEPHL1	10	8	6	10	13	10
CERS4	10	17	13	28	23	16
ATP8B3	22	30	32	63	65	30
CCDC74A	2	8	3	9	16	10
TPT1-AS1	18	14	19	13	22	15
CTXN1	2	3	8	10	6	4
RASSF4	11	14	15	25	27	22
C11orf71	29	27	35	39	45	30
STYK1	14	21	14	16	16	19
FIGN	42	45	35	61	56	68
LMO2	23	13	12	0	1	0
SFTPD	1	2	3	0	2	0
ACER2	40	36	36	61	47	53
FUT1	7	3	4	19	8	6
MYO7A	8	8	8	30	12	19
B9D2	9	12	8	20	7	19
SHC2	16	18	26	31	15	17
ZNF529	34	38	27	72	41	36
KIF9	53	63	39	80	56	55
ATOH8	3	4	8	11	5	4
PRKCG	23	18	16	31	30	26
PLVAP	1	0	0	0	0	0
SPC24	2	3	3	3	3	2
SLC23A1	19	10	27	29	30	12
ZNF17	52	42	59	73	77	48
FAM171B	34	26	19	32	41	28
RASGRP1	47	36	51	68	46	37
PRR15L	1	0	2	5	0	6
C4orf19	1	0	1	1	2	2
CKMT1A	2	1	0	0	2	1
ZNF555	221	220	164	332	314	216
GPR35	5	9	10	12	16	10
DGCR5	10	7	10	19	23	12
RASSF9	48	50	55	58	49	50
EBF4	22	17	21	40	35	25
TTC30B	15	12	7	23	19	26
IL22RA1	43	33	27	17	7	3
AUNIP	13	12	9	12	17	13
IGFLR1	10	9	6	4	0	3
ZNF383	69	59	55	124	77	68
LINC00467	12	14	24	32	21	24
TTLL6	26	14	18	60	62	39
NPHP1	14	13	18	23	20	17
FAM86C2P	9	12	6	32	22	11
PDE3B	17	11	14	17	19	11
SNTB1	4	11	9	9	8	10
ZC3H10	20	16	26	36	23	15
PRICKLE1	29	31	25	40	53	44
HOXB2	7	5	9	13	6	9
ARHGAP33	15	18	27	58	39	31
VCAM1	1	0	1	4	2	4
LCAT	20	14	19	38	27	34
CCDC78	12	17	13	27	16	15
TNFRSF19	10	7	4	18	12	12
OLFM4	0	0	0	0	0	0
KCNG1	6	5	8	7	5	7
TRIM62	10	3	9	18	15	6
SRCIN1	15	23	17	45	31	21
SLC2A11	11	10	6	18	12	12
IMMP1L	20	35	30	27	42	24
SP4	28	37	57	49	48	39
ZIC2	26	37	35	43	39	37
SNHG9	28	43	42	46	29	16
SLC51B	5	3	5	11	2	4
PAX8	13	13	8	16	11	16
N6AMT1	17	17	15	34	24	26
HSF2BP	7	5	5	5	8	3
C18orf54	5	9	13	7	16	11
GPR68	1	1	2	3	3	5
ITGAM	23	37	36	59	36	29
C3orf18	11	12	13	23	19	22
GPSM3	4	9	6	15	11	8
NT5M	13	16	17	19	19	11
ZNF155	91	72	52	127	62	55
SMPDL3B	1	1	1	7	7	6
ZSCAN20	38	42	49	60	81	65
TMEM74B	30	47	29	54	51	24
DHRS12	13	5	7	29	9	5
NTM	0	0	0	0	0	0
DUOX2	9	11	2	3	0	0
CHST4	0	1	1	0	0	0
ZNF585A	10	13	11	20	17	17
MEX3B	34	35	36	40	47	39
C17orf67	45	66	44	30	38	38
HOXC13	99	93	83	154	137	111
MPP7	0	0	1	0	0	0
TMEM204	0	0	0	2	2	1
SLC7A8	6	3	9	1	4	1
PDE4A	15	19	17	20	29	17
ERG	1	0	1	0	0	1
GABPB2	9	4	6	13	3	6
RAMP1	0	0	0	0	0	1
IL17RD	4	14	6	17	23	20
DENND2C	5	8	4	5	4	9
BBS5	8	7	7	15	25	12
LOC145783	17	13	12	16	12	16
TTLL7	9	10	11	30	29	15
ZNF440	0	1	1	0	0	1
ZNF569	28	29	25	49	44	36
CYP2J2	8	9	6	0	1	1
IQCG	13	17	21	25	35	31
MMAA	6	8	6	17	22	10
GATA3	71	44	46	55	44	31
IL18R1	4	3	3	5	9	1
NUDT8	6	10	5	10	11	9
PNPLA3	5	4	5	7	7	5
GNB1L	9	7	7	15	2	5
NPR1	5	4	8	26	19	10
ZNF91	5	0	2	1	3	2
ZNF84	15	16	14	15	33	8
CLDN18	1	3	3	0	2	0
GPR155	13	8	12	22	18	21
HOXB5	12	12	9	13	15	14
KIAA1211	18	12	14	39	24	18
SMIM6	9	14	16	15	17	8
ADM5	53	48	60	87	87	49
CCDC8	0	0	0	0	0	1
CLDN10	2	2	0	0	0	0
BCL11B	15	22	23	31	37	19
BBS12	55	57	54	109	81	59
FOXO3B	52	50	48	88	76	41
NALCN	29	22	29	48	46	47
KLHL26	22	23	26	26	22	24
VSNL1	0	0	0	0	0	0
DNASE1L3	0	0	0	0	0	0
ZNF594	99	76	63	144	104	86
MMRN2	1	5	6	5	5	3
LAMC3	3	10	7	16	11	6
DNASE1	11	3	9	22	19	10
DNAH17	215	212	247	314	361	190
TMEM91	14	21	22	29	34	20
CYP27C1	11	11	10	15	19	11
RBMS3	25	26	31	51	41	40
DOC2A	9	11	11	18	9	5
PDCD1LG2	1	4	7	2	0	0
NEU3	21	19	15	26	27	30
FITM2	6	2	6	6	11	2
RORA	35	38	68	36	54	36
ARHGEF15	0	0	0	0	0	0
ZNF223	26	27	19	65	29	21
FAM185A	27	23	19	41	38	46
FES	5	2	4	8	3	1
ZNF138	23	34	24	41	48	45
DTNA	15	13	23	21	22	8
CD200	1	0	0	1	0	0
JAK3	16	15	9	17	19	12
DAPK2	12	25	19	39	26	26
LOC100506123	13	11	15	21	25	24
KIF27	26	23	27	38	39	25
CTSK	10	13	14	18	17	12
CST1	25	28	29	57	60	39
GCHFR	7	6	2	4	3	4
MME	0	0	0	0	0	0
EFCAB2	22	20	25	25	20	16
DZANK1	13	23	10	34	25	24
MB	11	13	19	23	29	18
EXO5	14	13	7	12	15	9
GATA2	14	9	14	16	6	12
MCOLN2	7	7	9	9	11	8
TIE1	0	0	1	1	0	0
CTNND1	15	23	11	40	29	31
TLE2	9	7	6	15	14	10
RAB36	8	8	1	17	17	10
ADM2	11	10	12	32	13	7
TOX2	17	12	17	21	20	13
ZNF702P	0	0	0	0	0	1
DBP	105	77	118	204	174	118
PLCD4	27	30	29	44	45	38
RCSD1	3	2	2	3	3	1
ZNF653	16	22	17	31	34	31
FAT3	46	52	47	69	65	50
DFFB	9	7	7	9	13	13
NANOS1	12	11	17	40	29	28
KRT6C	0	0	0	1	0	0
TBX2	30	28	34	42	44	32
TWIST2	5	8	8	10	3	5
CDC14A	41	23	35	50	52	28
FLVCR2	15	19	11	16	24	11
NBPF14	23	34	33	48	37	35
GLYCTK	5	4	5	4	2	3
QRICH2	9	10	6	20	15	15
NID2	27	28	31	23	41	23
ZNF235	31	43	20	42	45	31
SH3BP5-AS1	23	21	22	33	23	23
IKZF4	12	13	17	22	22	26
LOC642846	11	10	13	33	18	18
SERPINI1	22	23	14	41	30	18
ZNF649	4	2	1	2	3	0
ZNF792	24	17	16	31	36	20
TMEM17	21	20	21	32	29	30
PDE2A	43	55	51	107	80	51
ITGA7	9	13	20	8	14	9
BIRC7	26	43	38	62	34	32
RAMP2	1	0	0	0	0	0
NUDT13	38	38	36	54	49	47
KCNF1	7	13	10	31	18	16
NAGS	2	3	5	5	8	3
CCDC40	12	16	13	24	27	20
TTC28-AS1	15	17	30	28	21	20
CLIP3	7	9	8	21	23	6
LOXL4	17	12	15	28	29	16
TIGD7	28	24	28	40	45	33
ZNF771	6	4	8	8	4	3
CLUHP3	102	118	120	157	137	100
SLC9A5	22	22	30	32	43	29
HLX	8	13	7	18	12	3
SLFN12	1	1	1	0	3	0
GJA4	0	0	0	0	1	0
EIF1AY	18	21	32	22	29	14
PUS10	75	82	75	106	103	83
ZFHX2	35	23	17	42	31	39
MAL	0	0	0	0	0	0
SORBS1	19	21	24	20	23	16
FOXL1	31	21	30	26	29	25
LY6G5B	39	42	35	63	49	48
CRIPAK	5	8	13	22	20	13
TGFB3	2	7	0	6	3	7
ZNF550	14	15	17	25	29	12
SRRM3	30	39	52	52	59	30
DOK1	14	17	13	33	17	8
NUDT7	10	3	5	7	10	8
PRELP	4	2	4	1	3	4
ELAC1	8	4	4	19	15	7
SYT12	23	18	24	33	18	21
EME2	9	6	5	12	7	6
TMTC1	0	1	0	0	0	0
TCTEX1D2	4	8	7	23	15	10
RASD2	23	22	18	56	35	23
ACYP2	22	18	19	29	20	23
STOX2	12	17	10	25	21	24
GLCCI1	27	41	52	59	64	48
INTU	57	46	64	123	92	73
RAD51B	16	19	14	30	24	16
PDIK1L	45	51	50	64	70	45
LPAR5	0	0	0	0	0	0
C15orf61	4	5	9	11	13	10
KANK4	1	2	1	1	0	1
ZNF414	7	10	6	14	7	9
ATP5S	22	17	24	23	22	20
FSD1	7	4	4	12	7	11
TMEM170B	18	18	14	18	26	23
LRP5L	25	16	30	49	48	28
ANK1	29	30	11	67	31	44
DMRTA2	2	0	0	1	0	0
DTWD2	15	15	18	21	18	21
SLC43A1	4	10	10	14	7	7
GGACT	9	15	11	25	20	16
ZNF678	40	38	40	82	92	54
UGT1A6	1	1	1	4	1	0
LOC728730	14	20	24	28	26	18
ZNF624	41	51	47	72	89	73
RMDN2	14	9	12	34	25	13
ARL6	24	23	26	44	44	31
ZNF222	64	62	58	92	80	70
LSM11	9	11	7	14	12	11
S1PR2	20	20	20	13	16	7
ZNF750	0	0	0	0	0	0
WASF3	2	1	1	2	4	3
METAP1D	13	12	19	19	30	19
ZNF333	24	30	23	41	47	48
C5orf56	35	43	30	39	31	27
PRRG2	1	1	2	2	1	1
FBXL7	22	19	15	17	11	10
ZNF549	17	10	10	17	16	20
FLJ20021	9	7	8	18	8	8
ZNF324B	10	15	9	21	23	23
LDB2	0	0	0	0	0	0
ZBTB26	42	49	60	100	84	74
ZNF527	20	23	15	43	35	20
SLC12A8	2	0	1	0	2	2
WNT5A	4	2	5	9	6	4
ZNF773	49	45	40	65	60	52
ACOT11	3	1	1	16	3	2
EPGN	1	1	0	2	0	0
APOBEC3G	0	0	1	0	1	2
HARBI1	23	21	12	21	20	20
SEC16B	31	24	17	17	15	11
ICOSLG	81	73	63	197	182	127
ALX1	27	25	18	48	32	21
ALX4	35	35	33	40	22	24
NBR2	13	16	10	27	17	17
ANKRD65	0	0	0	2	0	0
FAM49A	6	4	7	3	4	7
LTB	33	36	50	78	55	46
GNLY	4	4	1	5	6	4
WNT3	15	27	24	28	33	22
ZNF628	13	11	12	35	18	17
IGFBPL1	11	17	12	18	30	23
RAB17	1	0	0	2	1	1
RINL	27	33	40	97	60	58
GSTT1	0	0	0	0	0	0
KCNMB4	4	6	7	14	19	8
C3orf62	18	23	23	20	20	17
